--------------------
BDMEP - INMET
--------------------
Estação           : PORTO ALEGRE - RS (OMM: 83967)
Latitude  (graus) : -30.05
Longitude (graus) : -51.16
Altitude  (metros): 46.97
Estação Operante
Inicio de operação: 09/12/1909
Periodo solicitado dos dados: 01/01/1961 a 31/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempCompensadaMedia;UmidadeRelativaMedia;
83967;30/06/2015;0000;170;15.456667;82.708333;
83967;31/07/2015;0000;309.2;15.665161;87.064516;
83967;31/08/2015;0000;108.9;20.193548;74.564516;
83967;30/09/2015;0000;184;17.292;78.533333;
83967;31/10/2015;0000;307.3;18.86;81.258065;
83967;30/11/2015;0000;123.7;20.96;76.633333;
83967;31/12/2015;0000;100.2;23.958065;78.395161;
83967;31/01/2016;0000;109.4;25.853548;71.379032;
83967;29/02/2016;0000;138.6;25.969655;73.810345;
83967;31/03/2016;0000;302.4;22.901935;78.645161;
83967;30/04/2016;0000;215.9;22.794483;81.475;
83967;31/05/2016;0000;72.5;15.252903;84.645161;
83967;30/06/2016;0000;6.8;11.548;82.4;
83967;31/07/2016;0000;150.7;14.2;80.008065;
83967;31/08/2016;0000;98.8;16.211613;79.516129;
83967;30/09/2016;0000;90.6;16.376667;75.616667;
83967;31/10/2016;0000;191.6;19.381935;76.145161;
83967;30/11/2016;0000;103.9;21.173333;69.108333;
83967;31/12/2016;0000;128.1;24.697419;70.258065;
83967;31/01/2017;0000;197.1;25.610968;74.387097;
83967;28/02/2017;0000;50.5;26.497143;74.910714;
83967;31/03/2017;0000;165.6;23.377419;76.040323;
83967;30/04/2017;0000;114.9;20.447333;76.691667;
83967;31/05/2017;0000;184.5;18.407097;85.403226;
83967;30/06/2017;0000;196.9;15.926;82.958333;
83967;31/07/2017;0000;18.7;16.360645;75.185484;
83967;31/08/2017;0000;105.9;17.594839;77.298387;
83967;30/09/2017;0000;164.7;20.498;79.125;
83967;31/10/2017;0000;290.4;20.063226;74.346774;
83967;30/11/2017;0000;137.9;20.907333;69.8;
83967;31/12/2017;0000;153.5;24.179355;72.33871;
83967;31/01/2018;0000;150;24.892258;73.201613;
83967;28/02/2018;0000;119.1;23.920714;72.142857;
83967;31/03/2018;0000;99.4;23.145161;75.903226;
83967;30/04/2018;0000;103.3;23.354;77.066667;
83967;31/05/2018;0000;88.2;17.98;79.451613;
83967;30/06/2018;0000;149.8;13.326667;82.733333;
83967;31/07/2018;0000;186.5;14.641935;84.185484;
83967;31/08/2018;0000;123;14.303226;78.548387;
83967;30/09/2018;0000;168;19.314667;79.433333;
83967;31/10/2018;0000;91;20.321935;73.120968;
83967;30/11/2018;0000;125.3;22.79;69.558333;
83967;31/12/2018;0000;61.6;24.5;68.193548;
